timestamp;id;rating;18_group;is_mi;fall_1;fall_2;fall_3;spring_1;spring_2;spring_3;is_first_time;percentile;17_group;blended;is_ml_student
2020-05-18 13:43:48;6ef08b5cfd42ecdd713466cb4b7b41b7;1139;;;Высокопроизводительные вычисления;Безопасность компьютерных систем;Моделирование временных рядов;Конфликты и кооперация;Проектирование и разработка высоконагруженных сервисов;Методы сжатия и передачи медиаданных;Да;0,557971014;176;DevOps;
2020-05-18 13:51:01;c749f69f66d40cdfb3821745951be896;1017;;;Анализ неструктурированных данных;Сбор и обработка данных с помощью краудсорсинга;Моделирование временных рядов;Обучение с подкреплением;Проектирование и разработка высоконагруженных сервисов;Компьютерное зрение;Да;0,934782609;172;DevOps;
2020-05-18 14:29:51;fecff7bd30995d16b59fb392d47b3760;1278;;;Анализ неструктурированных данных;Безопасность компьютерных систем;Байесовские методы машинного обучения;Обучение с подкреплением;Компьютерное зрение;Генеративные модели в машинном обучении;Да;0,094202899;171;DevOps;
2020-05-18 14:34:20;15163c0c088c0ba42e1c77c9f3eabc81;1235;;;Глубинное обучение в обработке звука;Сбор и обработка данных с помощью краудсорсинга;Моделирование временных рядов;Конфликты и кооперация;Методы сжатия и передачи медиаданных;Символьные вычисления;Да;0,202898551;177;Введение в дифференциальную геометрию;
2020-05-18 14:55:38;0d85933f07516e8871e9415c1d95ddbe;1202;;;Высокопроизводительные вычисления;Высокопроизводительные вычисления;Высокопроизводительные вычисления;Методы сжатия и передачи медиаданных;Проектирование и разработка высоконагруженных сервисов;Методы сжатия и передачи медиаданных;Да;0,31884058;175;DevOps;
2020-05-18 15:11:26;f36d508e6129c7b248cc707b71c2a551;1184;;;Statistical Learning Theory;Сбор и обработка данных с помощью краудсорсинга;Байесовские методы машинного обучения;Компьютерное зрение;Генеративные модели в машинном обучении;Численные методы;Да;0,391304348;171;Соревновательный анализ данных;
2020-05-18 15:22:12;a207faa550aba9ebf30537be445012cc;1238;;;Глубинное обучение в обработке звука;Безопасность компьютерных систем;Высокопроизводительные вычисления;Проектирование и разработка высоконагруженных сервисов;Обучение с подкреплением;Компьютерное зрение;Да;0,18115942;175;DevOps;
2020-05-18 15:27:12;5bb63d6635c5f4c530b727fe1d6d84bf;1178;;;Глубинное обучение в обработке звука;Высокопроизводительные вычисления;Безопасность компьютерных систем;Методы сжатия и передачи медиаданных;Конфликты и кооперация;Численные методы;Да;0,420289855;176;DevOps;
2020-05-18 17:26:18;8cc921fb155319d983cf72e9a6e8caa8;1201;;;Statistical Learning Theory;Высокопроизводительные вычисления;Байесовские методы машинного обучения;Проектирование и разработка высоконагруженных сервисов;Методы сжатия и передачи медиаданных;Символьные вычисления;Да;0,326086957;173;Введение в дифференциальную геометрию;
2020-05-18 17:29:43;1da702d51a0a1829bb1bc33011aec5f0;1148;;;Statistical Learning Theory;Байесовские методы машинного обучения;Безопасность компьютерных систем;Проектирование и разработка высоконагруженных сервисов;Компьютерное зрение;Символьные вычисления;Да;0,52173913;173;Введение в дифференциальную геометрию;
2020-05-18 18:01:57;39e61b4b01ae9201a1e0f89e36e7882e;1277;;;Высокопроизводительные вычисления;Сбор и обработка данных с помощью краудсорсинга;Statistical Learning Theory;Проектирование и разработка высоконагруженных сервисов;Методы сжатия и передачи медиаданных;Компьютерное зрение;Да;0,101449275;175;DevOps;
2020-05-18 18:04:19;93da3d13e0ae40a97367b0c16d497399;1090;;;Принятие решений в условиях риска и неопределённости;Моделирование временных рядов;Глубинное обучение в обработке звука;Конфликты и кооперация;Методы сжатия и передачи медиаданных;Символьные вычисления;Да;0,739130435;177;Введение в дифференциальную геометрию;
2020-05-18 18:13:36;c976c868dd660e792ab82ba8d9e02506;1087;;;Высокопроизводительные вычисления;Безопасность компьютерных систем;Сбор и обработка данных с помощью краудсорсинга;Проектирование и разработка высоконагруженных сервисов;Методы сжатия и передачи медиаданных;Компьютерное зрение;Да;0,753623188;176;DevOps;
2020-05-18 18:14:39;fe631bea98b075dd781e11df3987533b;1085;;;Statistical Learning Theory;Моделирование временных рядов;Высокопроизводительные вычисления;Символьные вычисления;Конфликты и кооперация;Численные методы;Да;0,775362319;173;Введение в дифференциальную геометрию;
2020-05-18 18:22:26;f2e1cfc27a724879ac2a8c98004c14b0;981;;;Принятие решений в условиях риска и неопределённости;Моделирование временных рядов;Глубинное обучение в обработке звука;Обучение с подкреплением;Компьютерное зрение;Методы сжатия и передачи медиаданных;Да;0,97826087;173;DevOps;
2020-05-18 18:24:13;6338b6eeb16faedc58d30d2f45c89a4c;1132;;;Сбор и обработка данных с помощью краудсорсинга;Моделирование временных рядов;Анализ неструктурированных данных;Обучение с подкреплением;Конфликты и кооперация;Компьютерное зрение;Да;0,579710145;172;Соревновательный анализ данных;
2020-05-18 18:27:33;7fcf56aae6836855a689000a50e80360;1145;;;Безопасность компьютерных систем;Безопасность компьютерных систем;Безопасность компьютерных систем;Символьные вычисления;Символьные вычисления;Символьные вычисления;Да;0,536231884;173;Введение в дифференциальную геометрию;
2020-05-18 18:52:16;3da8ee30604398faa671135cebe8f982;1124;;;Statistical Learning Theory;Анализ неструктурированных данных;Сбор и обработка данных с помощью краудсорсинга;Обучение с подкреплением;Конфликты и кооперация;Компьютерное зрение;Да;0,615942029;174;Соревновательный анализ данных;
2020-05-18 19:08:48;48f0ae24c435e6d7330ffc82eec05483;1154;;;Безопасность компьютерных систем;Высокопроизводительные вычисления;Глубинное обучение в обработке звука;Проектирование и разработка высоконагруженных сервисов;Методы сжатия и передачи медиаданных;Компьютерное зрение;Да;0,514492754;176;DevOps;
2020-05-18 19:11:48;31c9900033ce01dd1365a6b6a350c3bb;1182;;;Глубинное обучение в обработке звука;Анализ неструктурированных данных;Байесовские методы машинного обучения;Обучение с подкреплением;Компьютерное зрение;Генеративные модели в машинном обучении;Да;0,405797101;171;DevOps;
2020-05-18 19:36:57;0c0cbdd1a309c1d1fd8993c4dc907bb5;1065;;;Безопасность компьютерных систем;Сбор и обработка данных с помощью краудсорсинга;Моделирование временных рядов;Компьютерное зрение;Методы сжатия и передачи медиаданных;Генеративные модели в машинном обучении;Да;0,833333333;172;Соревновательный анализ данных;
2020-05-18 19:58:36;9a66d84568b8017d98eb2e678b57296b;1205;;;Глубинное обучение в обработке звука;Анализ неструктурированных данных;Байесовские методы машинного обучения;Обучение с подкреплением;Генеративные модели в машинном обучении;Компьютерное зрение;Да;0,293478261;171;DevOps;
2020-05-18 20:00:36;573e2218c3fe3ffc1894edc12432d315;1131;;;Statistical Learning Theory;Анализ неструктурированных данных;Сбор и обработка данных с помощью краудсорсинга;Обучение с подкреплением;Конфликты и кооперация;Компьютерное зрение;Да;0,586956522;172;DevOps;
2020-05-18 20:23:36;9a66d84568b8017d98eb2e678b57296b;1205;;;Анализ неструктурированных данных;Глубинное обучение в обработке звука;Байесовские методы машинного обучения;Обучение с подкреплением;Генеративные модели в машинном обучении;Компьютерное зрение;Нет;0,293478261;171;DevOps;
2020-05-18 20:29:44;f602211b88a96890ce75e36a390705b8;1200;;;Анализ неструктурированных данных;Глубинное обучение в обработке звука;Байесовские методы машинного обучения;Генеративные модели в машинном обучении;Компьютерное зрение;Обучение с подкреплением;Да;0,333333333;172;Соревновательный анализ данных;
2020-05-18 20:32:09;e3b41563b7ea61def9fdd3623df1c783;1224;;;Анализ неструктурированных данных;Сбор и обработка данных с помощью краудсорсинга;Глубинное обучение в обработке звука;Обучение с подкреплением;Конфликты и кооперация;Компьютерное зрение;Да;0,224637681;171;Соревновательный анализ данных;
2020-05-18 20:43:19;7f98e4487c7a910567f2d841e5e764c3;1300;;;Анализ неструктурированных данных;Байесовские методы машинного обучения;Моделирование временных рядов;Обучение с подкреплением;Численные методы;Генеративные модели в машинном обучении;Да;0,050724638;174;Введение в дифференциальную геометрию;
2020-05-18 20:54:40;83981d0841bbb56201e68b2cba8dd87d;1191;;;Высокопроизводительные вычисления;Глубинное обучение в обработке звука;Сбор и обработка данных с помощью краудсорсинга;Методы сжатия и передачи медиаданных;Проектирование и разработка высоконагруженных сервисов;Конфликты и кооперация;Да;0,376811594;175;Соревновательный анализ данных;
2020-05-18 21:00:45;ffc04c64d068f8d85e4dc44e7f297ecc;1163;;;Байесовские методы машинного обучения;Statistical Learning Theory;Глубинное обучение в обработке звука;Обучение с подкреплением;Генеративные модели в машинном обучении;Компьютерное зрение;Нет;0,471014493;171;Соревновательный анализ данных;
2020-05-18 21:05:56;3d1f14bf03e6eee14d833c45ccff2283;1236;;;Высокопроизводительные вычисления;Анализ неструктурированных данных;Глубинное обучение в обработке звука;Проектирование и разработка высоконагруженных сервисов;Компьютерное зрение;Методы сжатия и передачи медиаданных;Да;0,195652174;175;DevOps;
2020-05-18 21:09:04;fa61e55c68763160d0fffe57dab37af9;1121;;;Анализ неструктурированных данных;Безопасность компьютерных систем;Сбор и обработка данных с помощью краудсорсинга;Обучение с подкреплением;Компьютерное зрение;Генеративные модели в машинном обучении;Да;0,630434783;172;DevOps;
2020-05-18 21:14:11;e0a59b2b04663ea386d2cac7b876952e;1091;;;Анализ неструктурированных данных;Безопасность компьютерных систем;Сбор и обработка данных с помощью краудсорсинга;Обучение с подкреплением;Компьютерное зрение;Конфликты и кооперация;Да;0,731884058;172;DevOps;
2020-05-18 21:20:14;ba4091ee80dd63a042464dbd2a7e3363;1022;;;Безопасность компьютерных систем;Сбор и обработка данных с помощью краудсорсинга;Моделирование временных рядов;Проектирование и разработка высоконагруженных сервисов;Методы сжатия и передачи медиаданных;Компьютерное зрение;Да;0,927536232;176;DevOps;
2020-05-18 21:29:51;aeb7bb1e047c392b7e5e39225cd86422;1039;;;Безопасность компьютерных систем;Моделирование временных рядов;Анализ неструктурированных данных;Проектирование и разработка высоконагруженных сервисов;Методы сжатия и передачи медиаданных;Обучение с подкреплением;Да;0,898550725;176;DevOps;
2020-05-18 21:31:01;75be5480aae801322ab8ee4b8f4517a3;1112;;;Глубинное обучение в обработке звука;Анализ неструктурированных данных;Сбор и обработка данных с помощью краудсорсинга;Обучение с подкреплением;Конфликты и кооперация;Методы сжатия и передачи медиаданных;Да;0,644927536;172;Соревновательный анализ данных;
2020-05-18 21:40:09;5a733a19a3bdad95c1b5eac59c5b764b;1207;;;Сбор и обработка данных с помощью краудсорсинга;Байесовские методы машинного обучения;Глубинное обучение в обработке звука;Проектирование и разработка высоконагруженных сервисов;Компьютерное зрение;Генеративные модели в машинном обучении;Да;0,275362319;175;DevOps;
2020-05-18 21:45:27;5ac46b96ef57b09c77dc50a6da3f39a5;1108;;;Анализ неструктурированных данных;Глубинное обучение в обработке звука;Моделирование временных рядов;Обучение с подкреплением;Методы сжатия и передачи медиаданных;Компьютерное зрение;Да;0,65942029;174;DevOps;
2020-05-18 21:46:54;d40cbae8cfc9e6c5d05831ef7e122f3e;1092;;;Безопасность компьютерных систем;Сбор и обработка данных с помощью краудсорсинга;Анализ неструктурированных данных;Проектирование и разработка высоконагруженных сервисов;Обучение с подкреплением;Компьютерное зрение;Да;0,724637681;172;DevOps;
2020-05-18 21:50:23;0a3bf60d68e9bcb118ba4b472eabebc8;1103;;;Безопасность компьютерных систем;Высокопроизводительные вычисления;Сбор и обработка данных с помощью краудсорсинга;Методы сжатия и передачи медиаданных;Проектирование и разработка высоконагруженных сервисов;Конфликты и кооперация;Да;0,688405797;175;Соревновательный анализ данных;
2020-05-18 22:02:44;22eda17f96bbf2d0fb857453e6101160;1198;;;Анализ неструктурированных данных;Сбор и обработка данных с помощью краудсорсинга;Безопасность компьютерных систем;Обучение с подкреплением;Конфликты и кооперация;Методы сжатия и передачи медиаданных;Да;0,347826087;174;DevOps;
2020-05-18 22:11:52;3eb1a783e55b0dd8bd2fa69eeeeecd4e;1196;;;Высокопроизводительные вычисления;Безопасность компьютерных систем;Моделирование временных рядов;Проектирование и разработка высоконагруженных сервисов;Методы сжатия и передачи медиаданных;Символьные вычисления;Да;0,362318841;176;DevOps;
2020-05-18 22:14:41;f98ac9a12b43a53c0fa44491cb56890c;1147;;;Байесовские методы машинного обучения;Анализ неструктурированных данных;Сбор и обработка данных с помощью краудсорсинга;Обучение с подкреплением;Компьютерное зрение;Генеративные модели в машинном обучении;Да;0,528985507;171;DevOps;
2020-05-18 22:15:29;d9c068e5578253c2b0721558dd0813e1;1075;;;Statistical Learning Theory;Анализ неструктурированных данных;Принятие решений в условиях риска и неопределённости;Конфликты и кооперация;Обучение с подкреплением;Символьные вычисления;Да;0,807971014;174;DevOps;
2020-05-18 22:16:06;eb1d7205d913319ef3d48e0719839849;1127;;;Безопасность компьютерных систем;Байесовские методы машинного обучения;Statistical Learning Theory;Обучение с подкреплением;Символьные вычисления;Генеративные модели в машинном обучении;Да;0,608695652;172;DevOps;
2020-05-18 22:20:03;67e4ec4fe5c0601815692fbd6d403fb7;1335;;;Байесовские методы машинного обучения;Глубинное обучение в обработке звука;Statistical Learning Theory;Обучение с подкреплением;Проектирование и разработка высоконагруженных сервисов;Генеративные модели в машинном обучении;Да;0,014492754;171;DevOps;
2020-05-18 22:39:56;7af276b31fb741aa81baa85aa5c82bd9;1158;;;Высокопроизводительные вычисления;Сбор и обработка данных с помощью краудсорсинга;Байесовские методы машинного обучения;Проектирование и разработка высоконагруженных сервисов;Методы сжатия и передачи медиаданных;Генеративные модели в машинном обучении;Да;0,5;176;DevOps;
2020-05-18 22:40:29;d9c068e5578253c2b0721558dd0813e1;1075;;;Анализ неструктурированных данных;Statistical Learning Theory;Принятие решений в условиях риска и неопределённости;Конфликты и кооперация;Обучение с подкреплением;Символьные вычисления;Нет;0,807971014;174;DevOps;
2020-05-18 22:40:33;338374a0f16d72f8c9066ca658c1ee04;1104;;;Анализ неструктурированных данных;Сбор и обработка данных с помощью краудсорсинга;Глубинное обучение в обработке звука;Обучение с подкреплением;Генеративные модели в машинном обучении;Компьютерное зрение;Да;0,68115942;174;DevOps;
2020-05-18 22:43:01;dc7f705ae386b0457542a833571d51d0;1307;;;Высокопроизводительные вычисления;Моделирование временных рядов;Байесовские методы машинного обучения;Проектирование и разработка высоконагруженных сервисов;Методы сжатия и передачи медиаданных;Обучение с подкреплением;Нет;0,043478261;173;DevOps;
2020-05-18 22:43:07;de539be8b29b3afa002184e28d63c670;1015;;;Анализ неструктурированных данных;Безопасность компьютерных систем;Глубинное обучение в обработке звука;Обучение с подкреплением;Методы сжатия и передачи медиаданных;Проектирование и разработка высоконагруженных сервисов;Да;0,949275362;173;DevOps;
2020-05-18 22:44:25;1d30f1c70a51faa60f497fe959851731;1197;;;Анализ неструктурированных данных;Глубинное обучение в обработке звука;Сбор и обработка данных с помощью краудсорсинга;Обучение с подкреплением;Генеративные модели в машинном обучении;Компьютерное зрение;Да;0,355072464;171;Соревновательный анализ данных;
2020-05-18 22:52:12;d9133abde61da78a0b956af5dad1228a;1223;;;Байесовские методы машинного обучения;Сбор и обработка данных с помощью краудсорсинга;Анализ неструктурированных данных;Обучение с подкреплением;Генеративные модели в машинном обучении;Компьютерное зрение;Да;0,231884058;171;DevOps;
2020-05-18 22:52:41;b243a77fa09641c7f0a0b7dfb7a541df;1294;;;Высокопроизводительные вычисления;Безопасность компьютерных систем;Моделирование временных рядов;Методы сжатия и передачи медиаданных;Проектирование и разработка высоконагруженных сервисов;Численные методы;Нет;0,065217391;175;DevOps;
2020-05-18 22:55:45;6a93fcbc79d0df6ddeba3b46739fc3d8;1286;;;Глубинное обучение в обработке звука;Анализ неструктурированных данных;Моделирование временных рядов;Компьютерное зрение;Генеративные модели в машинном обучении;Обучение с подкреплением;Да;0,079710145;171;Соревновательный анализ данных;
2020-05-18 22:59:49;50f6d5b6a7fd6c8b1b8959f9ce1f808d;1086;;;Глубинное обучение в обработке звука;Анализ неструктурированных данных;Моделирование временных рядов;Обучение с подкреплением;Методы сжатия и передачи медиаданных;Проектирование и разработка высоконагруженных сервисов;Да;0,764492754;174;DevOps;
2020-05-18 23:01:20;ba028043babda44219f3346809874ca3;1174;;;Безопасность компьютерных систем;Глубинное обучение в обработке звука;Сбор и обработка данных с помощью краудсорсинга;Проектирование и разработка высоконагруженных сервисов;Компьютерное зрение;Обучение с подкреплением;Да;0,427536232;175;DevOps;
2020-05-18 23:01:40;01b072a0cdb45814fc4ab8ca3e621f0e;1058;;;Анализ неструктурированных данных;Сбор и обработка данных с помощью краудсорсинга;Моделирование временных рядов;Обучение с подкреплением;Компьютерное зрение;Символьные вычисления;Да;0,847826087;173;Соревновательный анализ данных;
2020-05-18 23:01:42;842a87d59de90b711fe3266830fe608c;1188;;;Высокопроизводительные вычисления;Безопасность компьютерных систем;Безопасность компьютерных систем;Проектирование и разработка высоконагруженных сервисов;Методы сжатия и передачи медиаданных;Компьютерное зрение;Нет;0,384057971;175;DevOps;
2020-05-18 23:04:30;1021c681cf4b273ed4905d431e4c17ce;1165;;;Сбор и обработка данных с помощью краудсорсинга;Принятие решений в условиях риска и неопределённости;Анализ неструктурированных данных;Конфликты и кооперация;Численные методы;Символьные вычисления;Да;0,463768116;174;Введение в дифференциальную геометрию;
2020-05-18 23:07:15;7378a3c0caf8ce5fdbb1e4370b346cb7;1043;;;Глубинное обучение в обработке звука;Моделирование временных рядов;Безопасность компьютерных систем;Методы сжатия и передачи медиаданных;Компьютерное зрение;Обучение с подкреплением;Да;0,891304348;174;DevOps;
2020-05-18 23:10:46;07b6ce7fd93bde95ce5fe14a5131a960;1160;;;Безопасность компьютерных систем;Сбор и обработка данных с помощью краудсорсинга;Высокопроизводительные вычисления;Проектирование и разработка высоконагруженных сервисов;Методы сжатия и передачи медиаданных;Конфликты и кооперация;Да;0,485507246;176;DevOps;
2020-05-18 23:12:29;d539461bf254cf8b3201cdf7990b119e;964;;;Анализ неструктурированных данных;Глубинное обучение в обработке звука;Statistical Learning Theory;Обучение с подкреплением;Компьютерное зрение;Проектирование и разработка высоконагруженных сервисов;Да;0,992753623;174;DevOps;
2020-05-18 23:13:31;085da16dd3062b4790c3dabdc08a51cf;1048;;;Безопасность компьютерных систем;Сбор и обработка данных с помощью краудсорсинга;Высокопроизводительные вычисления;Проектирование и разработка высоконагруженных сервисов;Методы сжатия и передачи медиаданных;Проектирование и разработка высоконагруженных сервисов;Да;0,876811594;176;DevOps;
2020-05-18 23:24:49;50f6d5b6a7fd6c8b1b8959f9ce1f808d;1086;;;Анализ неструктурированных данных;Глубинное обучение в обработке звука;Моделирование временных рядов;Обучение с подкреплением;Методы сжатия и передачи медиаданных;Проектирование и разработка высоконагруженных сервисов;Нет;0,764492754;174;DevOps;
2020-05-18 23:25:15;31e38f7596f83b72ebba1c6fc6b7a590;1220;;;Безопасность компьютерных систем;Высокопроизводительные вычисления;Сбор и обработка данных с помощью краудсорсинга;Методы сжатия и передачи медиаданных;Проектирование и разработка высоконагруженных сервисов;Конфликты и кооперация;Нет;0,239130435;176;DevOps;
2020-05-18 23:29:38;b42de1b3235e9e84b43f38ff282cdfb9;1219;;;Высокопроизводительные вычисления;Байесовские методы машинного обучения;Анализ неструктурированных данных;Обучение с подкреплением;Символьные вычисления;Компьютерное зрение;Да;0,246376812;175;DevOps;
2020-05-18 23:38:25;b65194fec33b2358296f74f6d948efdf;1268;;;Высокопроизводительные вычисления;Глубинное обучение в обработке звука;Моделирование временных рядов;Методы сжатия и передачи медиаданных;Проектирование и разработка высоконагруженных сервисов;Конфликты и кооперация;Да;0,123188406;175;DevOps;
2020-05-18 23:43:02;b739739c7080a6e15f962c3863021855;1003;;;Анализ неструктурированных данных;Высокопроизводительные вычисления;Сбор и обработка данных с помощью краудсорсинга;Конфликты и кооперация;Методы сжатия и передачи медиаданных;Компьютерное зрение;Да;0,956521739;174;Соревновательный анализ данных;
2020-05-18 23:44:57;bb29d9b9230528a4873f91abce2095b8;1313;;;Безопасность компьютерных систем;Высокопроизводительные вычисления;Анализ неструктурированных данных;Методы сжатия и передачи медиаданных;Проектирование и разработка высоконагруженных сервисов;Символьные вычисления;Да;0,036231884;175;DevOps;
2020-05-18 23:54:25;cef24632489091cb8c085688b7d78dec;1095;;;Глубинное обучение в обработке звука;Сбор и обработка данных с помощью краудсорсинга;Анализ неструктурированных данных;Обучение с подкреплением;Генеративные модели в машинном обучении;Компьютерное зрение;Нет;0,717391304;172;Соревновательный анализ данных;
2020-05-18 23:56:39;bb9bbd259ab6b8170a7dc6fb35695d13;1285;;;Безопасность компьютерных систем;Высокопроизводительные вычисления;Высокопроизводительные вычисления;Методы сжатия и передачи медиаданных;Проектирование и разработка высоконагруженных сервисов;Конфликты и кооперация;Да;0,086956522;175;DevOps;
2020-05-18 23:58:07;2c0a8cb6662b9a0a0a5d2d1214442767;1107;;;Анализ неструктурированных данных;Глубинное обучение в обработке звука;Моделирование временных рядов;Обучение с подкреплением;Компьютерное зрение;Конфликты и кооперация;Да;0,666666667;172;Соревновательный анализ данных;
2020-05-18 23:58:34;8fe79f84f36e3a5d2d6745621321302c;1016;;;Безопасность компьютерных систем;Высокопроизводительные вычисления;Сбор и обработка данных с помощью краудсорсинга;Конфликты и кооперация;Проектирование и разработка высоконагруженных сервисов;Символьные вычисления;Да;0,942028986;174;DevOps;
2020-05-18 23:59:21;f93afd8e92c336b471aa3bbbc579aefe;1298;;;Высокопроизводительные вычисления;Сбор и обработка данных с помощью краудсорсинга;Statistical Learning Theory;Методы сжатия и передачи медиаданных;Проектирование и разработка высоконагруженных сервисов;Конфликты и кооперация;Да;0,057971014;175;DevOps;
2020-05-18 23:59:29;9963fc00d9405a35b894cc04a7e19855;1135;;;Безопасность компьютерных систем;Высокопроизводительные вычисления;Безопасность компьютерных систем;Проектирование и разработка высоконагруженных сервисов;Методы сжатия и передачи медиаданных;Символьные вычисления;Да;0,572463768;175;DevOps;
2020-05-19 08:55:40;98c5a2548d93f26bd4195466e93178b3;1035;;;Байесовские методы машинного обучения;Глубинное обучение в обработке звука;Statistical Learning Theory;Обучение с подкреплением;Генеративные модели в машинном обучении;Методы сжатия и передачи медиаданных;Нет;0,905797101;171;DevOps;
2020-05-19 18:58:06;ba298cbd9be59b84bab33325e956f27e;1155;;;Сбор и обработка данных с помощью краудсорсинга;Байесовские методы машинного обучения;Анализ неструктурированных данных;Конфликты и кооперация;Обучение с подкреплением;Компьютерное зрение;Да;0,507246377;171;Соревновательный анализ данных;
2020-05-19 19:04:18;c5870b37ee3f672e4259dfb2fc02ed8f;1029;;;Statistical Learning Theory;Анализ неструктурированных данных;Сбор и обработка данных с помощью краудсорсинга;Обучение с подкреплением;Конфликты и кооперация;Компьютерное зрение;Да;0,920289855;174;DevOps;
2020-05-19 20:19:26;f44aea1095f9f5b8e2f5f0ed2b17891b;1060;;;Анализ неструктурированных данных;Высокопроизводительные вычисления;Моделирование временных рядов;Конфликты и кооперация;Обучение с подкреплением;Численные методы;Да;0,84057971;174;DevOps;
2020-05-20 11:54:38;d7118b44c7e8fdbbaaca226d2da6fef1;1111;;;Сбор и обработка данных с помощью краудсорсинга;Statistical Learning Theory;Анализ неструктурированных данных;Проектирование и разработка высоконагруженных сервисов;Методы сжатия и передачи медиаданных;Численные методы;Да;0,652173913;173;Соревновательный анализ данных;
2020-05-23 21:16:41;79d14db48e4737af731960ae212d5134;966;;;Безопасность компьютерных систем;Принятие решений в условиях риска и неопределённости;Анализ неструктурированных данных;Проектирование и разработка высоконагруженных сервисов;Методы сжатия и передачи медиаданных;Компьютерное зрение;Да;0,985507246;172;DevOps;
2020-05-23 21:16:41;f2d210ace25a841e1e58036b257d5d47;1195;;;Анализ неструктурированных данных;Моделирование временных рядов;Высокопроизводительные вычисления;Обучение с подкреплением;Компьютерное зрение;Методы сжатия и передачи медиаданных;;0,369565217;176;Соревновательный анализ данных;